,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midy1,midy2,midy3,midy4,midy5,midy6,midy7
0,,,,,,,,,-0.06,,,,,
1,,,0.08,,,,-0.09,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,-0.07,,,-0.09,0.09
4,,,,,,,,,,,,,,
5,,,,,,,-0.09,,,,,,,
6,,,,,0.08,,,,,0.06,,,,
7,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
11,,,,,,,,,0.09,,,,,
12,,,,,,,0.08,,,,,,,
13,,,,,,,,,,,,,,
14,,,,,,,-0.06,,,,,-0.07,,
15,,,,,,,,,,-0.07,,,,0.1
16,,,,,,,0.08,,,,0.09,,,
17,,,,-0.1,0.07,,0.09,,,,,,,
18,,,,,,,,,,,,0.09,,
19,,,,,,,-0.07,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,
23,,,,,,,,,,0.09,,,,
24,,,,,,,,,,,,0.06,,
25,,,,,,,,,,,,0.09,,0.07
26,,,,,,,,,,,,,,
27,,,,0.08,,,,,,,,0.1,,
28,,,,,,,,,,,,,,
29,,,,,,,,,0.06,,,,,
30,,,,,,,,,,,,,,
31,,,-0.09,,-0.1,,,,,,,,,
32,,,,,,,,,,,,-0.08,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,-0.07,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,0.07,,,-0.09,,,,,,,,,
39,,,,,,,,,,-0.09,,,,
40,,,,,,,,,,,-0.09,-0.1,,
41,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,
43,,,,,,-0.08,,,,,,,,
44,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,
46,,,,,,,,,,0.08,,,,
47,,,,,-0.06,,0.07,,,,,,,
48,,,,-0.08,,,,,,,,,,
49,,,,,0.07,0.06,,,,,,,,
50,,,,,,,0.09,,,,,,,
51,,,,,,,,,-0.07,,,,,
52,,,,,,,,,,,,,0.07,
53,,,,,,,,,-0.09,,,,,
54,,,-0.07,,,0.06,,,,,,,,
55,,,,,,,,,,,,-0.09,,
56,,,,,,,,,,,,,,
57,,,,,,,,,-0.1,0.07,,,,
58,,,,,,,,,0.1,,,,,
59,,,-0.09,,,,,,,,,,,
60,,,,,,,0.1,,,,,,,
61,,,,,,,,,,,,,,
62,,,,,,,,,,-0.06,,,,
63,,,,,,,,,,,0.06,0.08,,
64,,,,,,,,,,,,-0.06,,
65,,,,,,,0.09,,,,,,,
66,,,,,,,,,,,,,,
67,,,0.08,,,,,,,,,,-0.07,
68,,,0.08,,,,,,,,,,,
69,,,,,,,-0.1,,0.06,,,,,
70,,,,,0.06,,,,0.07,,,,,
71,,,,0.1,-0.08,,,,,,-0.09,,,
72,,,,,,,,,,,,,,
73,,,,,,-0.06,,,0.06,,,,,
74,,,,0.06,,,,,,-0.08,,,,
75,,,,,,,,,,,,,,
76,,,,,,,0.07,,,,,0.09,,
77,,,,,,,,,,,,,,
78,,,,,,,,,,,,,0.09,
79,,-0.08,,,,,-0.08,,,,,,,
80,,,,,,,,,,,,0.06,,
81,,0.09,,,,,,,,,-0.07,,,-0.1
82,,,,,,0.1,,,,-0.09,,,,
83,,,,,,,,,,,,0.06,,
84,,,-0.09,,,,,,,,,,,
85,,,,,,,,,-0.08,,,,,
86,,,,,,,-0.06,,,,,-0.09,,
87,,,,,,,,,,,,,-0.07,
88,,,,,-0.06,,,,,,,,,
89,,,,-0.08,,,,,,,,,,
90,,,,-0.06,,,,,0.08,,,,,0.09
91,,,,,,-0.09,,,,,,,,
92,,,,,,,,,,,,,-0.1,0.1
93,,,,,,,,,,,,0.08,,
94,,,,,,,0.06,,,,,,,
95,,,,,,,-0.07,,,,,,,
96,,,,,,,,,,,,,,
97,,,,,,,-0.09,,,,,,,
98,,,,,,,-0.07,,,,,,,
99,,,,,,,,,,,,,,
100,,,,,,,,,-0.07,,,,0.06,
101,,,,,,,,,,,,,,
102,,0.09,,,,,,,,,,,,
103,,,0.09,,-0.08,,,,0.07,,,,,
104,,,,,,0.06,,,,,,,,
105,,,,,,,-0.06,,,,,,,
106,,,-0.09,,,,,,,,,,,
107,,,,,,,,,,,,,,
108,,,,,,,,,,-0.1,,,,
109,,,,,,,,,,,,,,-0.08
110,,,,,,,,,,,,,,
111,,,,,,,,,,,-0.06,,,
112,,,,,,,,,,,,,,
113,,,,-0.08,,,-0.08,,,,-0.06,,,
114,,,,,,,,,,,-0.08,,,
115,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,-0.08
118,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,
121,,,-0.09,,,-0.07,,,0.09,,,,,
122,,-0.09,,,,,,,,,,,,
123,,,,,,,,,,,,,,
124,,0.08,,,,,,,,,,,,
125,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,
127,,,-0.08,,,,,,,,,,,
128,,,,,,,,,,,,,,
129,,,,,,-0.09,,,,,,,,
130,,0.08,,,,,,,,0.08,,,,
131,,,,,,,,,,,-0.09,,,
132,,,,,,,,,,0.07,,,,
133,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,
135,,,,,,0.06,,,,,,,-0.06,
136,,,,,,0.08,0.06,,,,,,,
137,,,,,,,,,,,,,,
138,,,,,,-0.07,,,,,,,,
139,,,,,,,,,,,,,,
